BankID,Station ID,Star_year,End_year,Lat,Long,Long 2,Elev,Station name,ISPD directory,ISPD_path_directory,source_path_name,Source_name,Source_Contact,Source_ID
1000,108560-99999,1928,1943,48.18,10.87,10.87,168,LECHFELD,ISPD2_2_4/isd2ispd/1/108560-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108520-99999,1937,1943,48.45,10.87,10.87,141,AUGSBERG/MULHAUSEN,ISPD2_2_4/isd2ispd/1/108520-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,101510-99999,1933,1943,53.97,10.87,10.87,9999,DAHMESHOVED,ISPD2_2_4/isd2ispd/1/101510-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,109540-99999,1932,1938,47.82,10.88,10.88,221,ALTENSTADT,ISPD2_2_4/isd2ispd/1/109540-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,4063,1891,1949,49.89,10.89,10.89,283,Bamberg,ISPD40_add/003010_GermanWS/04063,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
1000,106874-99999,1937,1943,49.58,10.9,10.9,101,HERZO BASE (USA-HP),ISPD2_2_4/isd2ispd/1/106874-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108570-99999,1938,1943,48.07,10.92,10.92,189,LANDSBERG,ISPD2_2_4/isd2ispd/1/108570-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,107260-99999,1936,1943,49.5,10.97,10.97,92,1E+030,ISPD2_2_4/isd2ispd/1/107260-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105540-99999,1938,1942,50.97,10.97,10.97,98,ERFURT/BINDERSLEBN,ISPD2_2_4/isd2ispd/1/105540-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,109610-99999,1931,1941,47.42,10.98,10.98,903,ZUGSPITZE MOUNTAIN,ISPD2_2_4/isd2ispd/1/109610-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,04155-10961,1900,2007,47.42,10.98,10.98,2960,ZUGSPITZE (WEWA),ISPD2_2_4/Germany/10961,ISPD2_2_4,Germany,German climate observations,www.dwd.de,270
1000,107610-99999,1935,1942,49.03,10.98,10.98,129,WEISSENBURG,ISPD2_2_4/isd2ispd/1/107610-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,hohenpeissenb,1781,2009,47.8,11.02,11.02,995,Hohenpeissenberg,ISPD40_add/003010_GermanWS/hohenpeissenberg,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
1000,105540-99999,1931,1943,51.02,11.03,11.03,56,ERFURT/BINDERSLEBN,ISPD2_2_4/isd2ispd/1/105540-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104570-99999,1930,1939,51.75,11.07,11.07,38,1E+030,ISPD2_2_4/isd2ispd/1/104570-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104560-99999,1936,1938,51.85,11.07,11.07,41,1E+030,ISPD2_2_4/isd2ispd/1/104560-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105590-99999,1937,1941,50.47,11.08,11.08,256,1E+030,ISPD2_2_4/isd2ispd/1/105590-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,107650-99999,1939,1943,49.25,11.1,11.1,117,ROTH,ISPD2_2_4/isd2ispd/1/107650-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,107630-99999,1931,1943,49.48,11.1,11.1,96,NURNBERG,ISPD2_2_4/isd2ispd/1/107630-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104500-99999,1937,1937,51.37,11.1,11.1,43,1E+030,ISPD2_2_4/isd2ispd/1/104500-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,100060-99999,1931,1938,54.6,11.15,11.15,9999,FEHMARNBELT,ISPD2_2_4/isd2ispd/1/100060-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105580-99999,1939,1940,50.38,11.18,11.18,195,SONNEBERG/NEUFANG,ISPD2_2_4/isd2ispd/1/105580-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,161700-99999,1931,1938,43.8,11.2,11.2,73,FIRENZE/PERETOLA,ISPD2_2_4/isd2ispd/1/161700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,102540-99999,1936,1944,52.83,11.2,11.2,15,1E+030,ISPD2_2_4/isd2ispd/1/102540-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108530-99999,1938,1943,48.72,11.22,11.22,116,NEUBURG/DONAU,ISPD2_2_4/isd2ispd/1/108530-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104510-99999,1939,1943,51.27,11.23,11.23,43,1E+030,ISPD2_2_4/isd2ispd/1/104510-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105550-99999,1938,1943,50.95,11.25,11.25,93,WEIMAR,ISPD2_2_4/isd2ispd/1/105550-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,100670-99999,1938,1938,54.5,11.25,11.25,11,MARIENLEUCHTE,ISPD2_2_4/isd2ispd/1/100670-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,100670-99999,1933,1943,54.5,11.25,11.25,3,MARIENLEUCHTE,ISPD2_2_4/isd2ispd/1/100670-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,109650-99999,1930,1940,47.45,11.27,11.27,277,MITTENWALD,ISPD2_2_4/isd2ispd/1/109650-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108580-99999,1939,1943,48.2,11.27,11.27,158,FUERSTENFELDBRUCK,ISPD2_2_4/isd2ispd/1/108580-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3011,1180-11120,1877,1999,47.27,11.35,11.35,584,INNSBRUCK-FLUGHAFEN,ISPD2_2_4/Austria/11120,ISPD2_2_4,Austria,ZAMG Austrian station observations ,rob.allan@metoffice.gov.uk,271
1000,101620-99999,1936,1943,53.62,11.38,11.38,14,SCHWERIN,ISPD2_2_4/isd2ispd/1/101620-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,03038-10162,1900,2007,53.65,11.38,11.38,59,SCHWERIN (WEWA),ISPD2_2_4/Germany/10162,ISPD2_2_4,Germany,German climate observations,www.dwd.de,270
1000,111200-99999,1931,1934,47.28,11.42,11.42,582,INNSBRUCK-FLUGHAFEN,ISPD2_2_4/isd2ispd/1/111200-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,111200-99999,1934,1943,47.28,11.42,11.42,570,INNSBRUCK-FLUGHAFEN,ISPD2_2_4/isd2ispd/1/111200-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103590-99999,1936,1941,52.53,11.43,11.43,16,GARDELEGEN (AUT),ISPD2_2_4/isd2ispd/1/103590-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,3025,1865,1945,54,11.44,11.44,6,Kirchdorf,ISPD40_add/003010_GermanWS/03025,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
1000,105610-99999,1936,1937,50.47,11.45,11.45,195,1E+030,ISPD2_2_4/isd2ispd/1/105610-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,4199,1891,1945,48.16,11.5,11.5,529,Munich Botanischer Garten,ISPD40_add/003010_GermanWS/04199,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
1000,102500-99999,1935,1942,53.33,11.5,11.5,12,1E+030,ISPD2_2_4/isd2ispd/1/102500-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108600-99999,1939,1943,48.72,11.52,11.52,111,INGOLSTADT,ISPD2_2_4/isd2ispd/1/108600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108680-99999,1939,1939,48.25,11.55,11.55,148,MUENCHEN-OBERSCHLEI,ISPD2_2_4/isd2ispd/1/108680-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,4204,1901,1949,50.93,11.58,11.58,157,Jena,ISPD40_add/003010_GermanWS/04204,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
1000,106770-99999,1934,1943,50,11.63,11.63,113,BAYREUTH,ISPD2_2_4/isd2ispd/1/106770-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108640-99999,1939,1939,48.07,11.65,11.65,167,NEUBIBERG (GER-AFB),ISPD2_2_4/isd2ispd/1/108640-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104720-99999,1936,1941,51.83,11.7,11.7,25,1E+030,ISPD2_2_4/isd2ispd/1/104720-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
2001,10408,1930,1930,52.13,11.72,11.72,9999,1E+030,ISPD2_2_4/ispd1_1/td13/10408,ISPD2_2_4,ispd1_1,NCEP Operational BUFR Archive,Jack.Woolen@noaa.gov,#N/A
1000,103610-99999,1931,1943,52.13,11.72,11.72,14,MAGDEBURG,ISPD2_2_4/isd2ispd/1/103610-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,102620-99999,1938,1941,53.07,11.82,11.82,9,1E+030,ISPD2_2_4/isd2ispd/1/102620-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,106870-99999,1939,1939,49.7,11.83,11.83,125,GRAFENWOEHR,ISPD2_2_4/isd2ispd/1/106870-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,106850-99999,1931,1942,50.3,11.87,11.87,173,HOF,ISPD2_2_4/isd2ispd/1/106850-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103620-99999,1938,1942,52.27,11.9,11.9,16,MAGDENBURG,ISPD2_2_4/isd2ispd/1/103620-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108690-99999,1938,1939,48.32,11.93,11.93,141,ERDING,ISPD2_2_4/isd2ispd/1/108690-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103490-99999,1936,1941,52.63,11.93,11.93,16,1E+030,ISPD2_2_4/isd2ispd/1/103490-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104730-99999,1936,1943,51.35,11.97,11.97,33,1E+030,ISPD2_2_4/isd2ispd/1/104730-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,109720-99999,1934,1943,47.88,11.98,11.98,148,1E+030,ISPD2_2_4/isd2ispd/1/109720-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,3218,1900,1949,51.48,11.98,11.98,102,Halle,ISPD40_add/003010_GermanWS/03218,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
3002,7243,1879,1950,57.7,11.98,11.98,9999,GOETEBORG,ISPD2_2_4/ispd1_1/wasa/S___7243,ISPD2_2_4,ispd1_1,WASA Stations Observations SLP,Torben Schmith  ts@dmi.dk ,#N/A
1000,011060-99999,1928,1939,67.5,12.07,12.07,11,ROEST III,ISPD2_2_4/isd2ispd/0/011060-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105690-99999,1936,1943,50.53,12.1,12.1,137,PLAUEN (AUT),ISPD2_2_4/isd2ispd/1/105690-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,101700-99999,1931,1943,54.18,12.1,12.1,2,WARNEMUENDE,ISPD2_2_4/isd2ispd/1/101700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,022060-99999,1935,1938,63.32,12.1,12.1,598,STORLIEN,ISPD2_2_4/isd2ispd/0/022060-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103630-99999,1939,1940,52,12.15,12.15,24,1E+030,ISPD2_2_4/isd2ispd/1/103630-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,106880-99999,1933,1937,49.68,12.17,12.17,121,WEIDEN (MIL/MET),ISPD2_2_4/isd2ispd/1/106880-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,107760-99999,1931,1943,48.98,12.2,12.2,101,REGENSBURG/OBERHUB,ISPD2_2_4/isd2ispd/1/107760-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104680-99999,1931,1943,51.83,12.2,12.2,18,OPPIN,ISPD2_2_4/isd2ispd/1/104680-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104690-99999,1939,1939,51.4,12.22,12.22,131,LEIPZIG/SCHKEUDITZ,ISPD2_2_4/isd2ispd/1/104690-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104690-99999,1929,1943,51.4,12.22,12.22,41,LEIPZIG/SCHKEUDITZ,ISPD2_2_4/isd2ispd/1/104690-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,061600-99999,1939,1986,55.77,12.32,12.32,19,VAERLOESE,ISPD2_2_4/isd2ispd/0/061600-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3007,Venezia,1900,1999,45.43,12.33,12.33,9999,Venezia,ISPD30_add/ITALY/Venezia,ISPD30_add,ITALY,Northern Italian Pressure Observations, maurizio.maugeri@unimi.it,#N/A
1000,025100-99999,1935,1938,58.38,12.33,12.33,54,LJUNGSKILE,ISPD2_2_4/isd2ispd/0/025100-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,114060-99999,1937,1943,50.08,12.4,12.4,473,CHEB,ISPD2_2_4/isd2ispd/1/114060-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104710-99999,1933,1941,51.38,12.4,12.4,40,LEIPZIG,ISPD2_2_4/isd2ispd/1/104710-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,101730-99999,1936,1943,54.27,12.42,12.42,1,1E+030,ISPD2_2_4/isd2ispd/1/101730-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103700-99999,1938,1943,52.43,12.45,12.45,9,BRANDENBURG/BRIEST,ISPD2_2_4/isd2ispd/1/103700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105760-99999,1930,1943,50.7,12.47,12.47,94,1E+030,ISPD2_2_4/isd2ispd/1/105760-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104750-99999,1939,1943,50.97,12.52,12.52,59,1E+030,ISPD2_2_4/isd2ispd/1/104750-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,162400-99999,1928,1939,41.87,12.55,12.55,50,ROME,ISPD2_2_4/isd2ispd/1/162400-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,107880-99999,1939,1943,48.88,12.58,12.58,107,STRAUBING,ISPD2_2_4/isd2ispd/1/107880-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104770-99999,1936,1943,51.33,12.65,12.65,49,1E+030,ISPD2_2_4/isd2ispd/1/104770-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,104740-99999,1935,1937,51.85,12.65,12.65,20,WITTENBERG,ISPD2_2_4/isd2ispd/1/104740-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,061800-99999,1929,1939,55.62,12.65,12.65,1,KOEBENHAVN/KASTRUP,ISPD2_2_4/isd2ispd/0/061800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,061800-99999,1931,2013,55.62,12.65,12.65,5,KOEBENHAVN/KASTRUP,ISPD2_2_4/isd2ispd/0/061800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,114180-99999,1939,1944,49.92,12.72,12.72,538,MARIANSKE LAZNE,ISPD2_2_4/isd2ispd/1/114180-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,102740-99999,1931,1944,53.35,12.73,12.73,22,1E+030,ISPD2_2_4/isd2ispd/1/102740-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,101800-99999,1936,1943,54.35,12.73,12.73,1,BARTH,ISPD2_2_4/isd2ispd/1/101800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,112040-99999,1938,1942,46.75,12.75,12.75,670,LIENZ,ISPD2_2_4/isd2ispd/1/112040-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,102700-99999,1934,1942,52.92,12.8,12.8,14,NEURUPPIN,ISPD2_2_4/isd2ispd/1/102700-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,107620-99999,1934,1936,49.3,12.83,12.83,125,FURTH (USA-HP),ISPD2_2_4/isd2ispd/1/107620-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,025120-99999,1935,1938,56.67,12.87,12.87,10,GOTEBORG/SAVE,ISPD2_2_4/isd2ispd/0/025120-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,105770-99999,1931,1942,50.82,12.88,12.88,109,CHEMNITZ,ISPD2_2_4/isd2ispd/1/105770-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,114140-99999,1939,1943,50.2,12.9,12.9,593,KARLOVY VARY,ISPD2_2_4/isd2ispd/1/114140-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103660-99999,1936,1943,52.4,12.92,12.92,10,1E+030,ISPD2_2_4/isd2ispd/1/103660-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3011,1541-11146,1886,1999,47.05,12.95,12.95,3111,SONNBLICK,ISPD2_2_4/Austria/11146,ISPD2_2_4,Austria,ZAMG Austrian station observations ,rob.allan@metoffice.gov.uk,271
1000,105780-99999,1931,1942,50.43,12.95,12.95,370,FICHTELBERG MTN,ISPD2_2_4/isd2ispd/1/105780-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103630-99999,1935,1943,52,12.98,12.98,31,1E+030,ISPD2_2_4/isd2ispd/1/103630-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3011,6306-11150,1874,1947,47.8,13,13,450,SALZBURG-FLUGHAFEN,ISPD2_2_4/Austria/11150,ISPD2_2_4,Austria,ZAMG Austrian station observations ,rob.allan@metoffice.gov.uk,271
1000,026350-99999,1935,1938,55.62,13.03,13.03,6,MALMO,ISPD2_2_4/isd2ispd/0/026350-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,111460-99999,1939,1944,47.05,13.05,13.05,3106,SONNBLICK,ISPD2_2_4/isd2ispd/1/111460-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3010,3343,1893,1949,52.38,13.06,13.06,85,Potsdam,ISPD40_add/003010_GermanWS/03343,ISPD40_add,003010_GermanWS,German climate observations,www.dwd.de,270
1000,104800-99999,1937,1943,51.3,13.07,13.07,49,OSCHATZ,ISPD2_2_4/isd2ispd/1/104800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,111500-99999,1938,1942,47.8,13.08,13.08,434,SALZBURG-FLUGHAFEN,ISPD2_2_4/isd2ispd/1/111500-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103640-99999,1936,1941,51.98,13.08,13.08,27,1E+030,ISPD2_2_4/isd2ispd/1/103640-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,101810-99999,1936,1943,54.37,13.08,13.08,2,PAROW,ISPD2_2_4/isd2ispd/1/101810-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,023160-99999,1935,1938,61.68,13.12,13.12,451,SARNA,ISPD2_2_4/isd2ispd/0/023160-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,111320-99999,1938,1944,47.35,13.2,13.2,615,SAINT JOHANN/TIROL,ISPD2_2_4/isd2ispd/1/111320-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3002,5343,1879,1950,55.7,13.2,13.2,9999,LUND,ISPD2_2_4/ispd1_1/wasa/S___5343,ISPD2_2_4,ispd1_1,WASA Stations Observations SLP,Torben Schmith  ts@dmi.dk ,#N/A
1000,104810-99999,1932,1943,51.53,13.23,13.23,29,1E+030,ISPD2_2_4/isd2ispd/1/104810-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,101780-99999,1935,1940,53.92,13.23,13.23,2,1E+030,ISPD2_2_4/isd2ispd/1/101780-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,100910-99999,1931,1941,54.6,13.23,13.23,1,ARKONA (CAPE),ISPD2_2_4/isd2ispd/1/100910-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,114500-99999,1937,1941,49.17,13.25,13.25,1214,PIZEN-MIKULKA,ISPD2_2_4/isd2ispd/1/114500-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,108940-99999,1939,1943,48.38,13.3,13.3,100,1E+030,ISPD2_2_4/isd2ispd/1/108940-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,102800-99999,1936,1943,53.6,13.3,13.3,21,NEUBRANDENBURG,ISPD2_2_4/isd2ispd/1/102800-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
3007,Palermo,1895,1940,38.11,13.35,13.35,9999,Palermo,ISPD30_add/ITALY/Palermo,ISPD30_add,ITALY,Northern Italian Pressure Observations, maurizio.maugeri@unimi.it,#N/A
1000,114480-99999,1939,1943,49.73,13.35,13.35,356,PLZEN LINE,ISPD2_2_4/isd2ispd/1/114480-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103510-99999,1936,1940,52.28,13.4,13.4,12,1E+030,ISPD2_2_4/isd2ispd/1/103510-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103840-99999,1929,1930,52.48,13.43,13.43,48,BERLIN/TEMPELHOF,ISPD2_2_4/isd2ispd/1/103840-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
1000,103840-99999,1931,1942,52.48,13.43,13.43,17,BERLIN/TEMPELHOF,ISPD2_2_4/isd2ispd/1/103840-99999,ISPD2_2_4,isd2ispd,Federal Climate Complex Integrated Surface Data,Neal.Lott@noaa.gov,#N/A
